objId,ra,dec,mag,sed_name,redshift
61445484596250,53.0632714,-27.5843641,22.1257977,galaxySED/Burst.25E09.1Z.spec.gz,1.002
61453237895194,53.0663914,-27.5828555,17.9432301,galaxySED/Burst.25E09.1Z.spec.gz,0.224
61452597740570,53.0612362,-27.5892167,20.1691784,galaxySED/Burst.25E09.1Z.spec.gz,0.32
61450938853402,53.0795366,-27.565039,20.1416573,galaxySED/Burst.25E09.1Z.spec.gz,0.548
61441956594714,53.0152173,-27.561733,21.7250561,galaxySED/Burst.25E09.1Z.spec.gz,0.888
61443606561818,53.0402844,-27.6005653,22.1257977,galaxySED/Burst.25E09.1Z.spec.gz,1.002
61457829807130,53.041432,-27.5953458,24.8454517,galaxySED/Burst.25E09.1Z.spec.gz,1.586
61442646004762,53.045747,-27.586925,21.4313969,galaxySED/Burst.25E09.1Z.spec.gz,0.562
61454408088602,53.1982644,-27.4771615,24.4526676,galaxySED/Burst.25E09.1Z.spec.gz,1.486
61443774604314,53.1628797,-27.5092326,21.6152348,galaxySED/Burst.25E09.1Z.spec.gz,0.832
61440853227546,53.1699883,-27.4934464,21.7730469,galaxySED/Burst.25E09.1Z.spec.gz,0.724
61457844569114,53.1116882,-27.4817696,23.5848412,galaxySED/Burst.25E09.1Z.spec.gz,2.194
61457832032282,53.1223549,-27.4729143,21.8341107,galaxySED/Burst.25E09.1Z.spec.gz,0.822
61440924092442,53.1136464,-27.4776461,19.2416367,galaxySED/Burst.25E09.1Z.spec.gz,0.23
61445603104794,53.1423069,-27.5202132,18.8982987,galaxySED/Burst.25E09.1Z.spec.gz,0.27
61457782117402,53.1161107,-27.5071997,23.8053707,galaxySED/Burst.25E09.1Z.spec.gz,1.62
61457811961882,53.1479158,-27.5122143,21.2194618,galaxySED/Burst.25E09.1Z.spec.gz,0.684
61440791106586,53.1368134,-27.510691,20.8818192,galaxySED/Burst.25E09.1Z.spec.gz,0.376
61452536171546,53.0210434,-27.4704471,24.7724213,galaxySED/Burst.25E09.1Z.spec.gz,1.986
61455999139866,53.0388403,-27.520589,22.3611378,galaxySED/Burst.25E09.1Z.spec.gz,0.748
61457842141210,53.0635119,-27.4815167,24.0405563,galaxySED/Burst.25E09.1Z.spec.gz,1.326
61441274108954,53.0810785,-27.4910599,21.6234631,galaxySED/Burst.25E09.1Z.spec.gz,0.546
61440157601818,53.0516203,-27.5000742,19.9346871,galaxySED/Burst.25E09.1Z.spec.gz,0.302
61440395793434,53.0721831,-27.503053,19.5672764,galaxySED/Burst.25E09.1Z.spec.gz,0.324
61442755682330,53.1074612,-27.5135041,17.9432301,galaxySED/Burst.25E09.1Z.spec.gz,0.224
61457832957978,53.0955539,-27.5096087,20.0580982,galaxySED/Burst.25E09.1Z.spec.gz,0.296
61440554379290,53.014305,-27.5541301,19.0604385,galaxySED/Burst.25E09.1Z.spec.gz,0.258
